15128,New York,NY,Erie,36029.0,Republican,Ted Cruz,7428,0.13
15129,New York,NY,Essex,36031.0,Republican,Donald Trump,1796,0.499
15130,New York,NY,Essex,36031.0,Republican,John Kasich,1184,0.329
15131,New York,NY,Essex,36031.0,Republican,Ted Cruz,616,0.171
15132,New York,NY,Franklin,36033.0,Republican,Donald Trump,1374,0.5579999999999999
15133,New York,NY,Franklin,36033.0,Republican,John Kasich,700,0.284
15134,New York,NY,Franklin,36033.0,Republican,Ted Cruz,390,0.158
15135,New York,NY,Fulton,36035.0,Republican,Donald Trump,3257,0.58
15136,New York,NY,Fulton,36035.0,Republican,John Kasich,1429,0.254
15137,New York,NY,Fulton,36035.0,Republican,Ted Cruz,930,0.166
15138,New York,NY,Genesee,36037.0,Republican,Donald Trump,3673,0.625
15139,New York,NY,Genesee,36037.0,Republican,John Kasich,1234,0.21
15140,New York,NY,Genesee,36037.0,Republican,Ted Cruz,974,0.166
15141,New York,NY,Greene,36039.0,Republican,Donald Trump,2538,0.638
15142,New York,NY,Greene,36039.0,Republican,John Kasich,794,0.2
15143,New York,NY,Greene,36039.0,Republican,Ted Cruz,645,0.162
15144,New York,NY,Hamilton,36041.0,Republican,Donald Trump,501,0.513
15145,New York,NY,Hamilton,36041.0,Republican,John Kasich,297,0.304
15146,New York,NY,Hamilton,36041.0,Republican,Ted Cruz,178,0.182
15147,New York,NY,Herkimer,36043.0,Republican,Donald Trump,3955,0.5870000000000001
15148,New York,NY,Herkimer,36043.0,Republican,John Kasich,1802,0.268
15149,New York,NY,Herkimer,36043.0,Republican,Ted Cruz,977,0.145
15150,New York,NY,Jefferson,36045.0,Republican,Donald Trump,4939,0.5670000000000001
15151,New York,NY,Jefferson,36045.0,Republican,John Kasich,2676,0.307
15152,New York,NY,Jefferson,36045.0,Republican,Ted Cruz,1098,0.126
15153,New York,NY,Lewis,36049.0,Republican,Donald Trump,1559,0.5489999999999999
15154,New York,NY,Lewis,36049.0,Republican,John Kasich,851,0.3
15155,New York,NY,Lewis,36049.0,Republican,Ted Cruz,429,0.151
15156,New York,NY,Livingston,36051.0,Republican,Donald Trump,3744,0.568
15157,New York,NY,Livingston,36051.0,Republican,John Kasich,1603,0.243
15158,New York,NY,Livingston,36051.0,Republican,Ted Cruz,1247,0.189
15159,New York,NY,Madison,36053.0,Republican,Donald Trump,2968,0.47
15160,New York,NY,Madison,36053.0,Republican,John Kasich,2102,0.333
15161,New York,NY,Madison,36053.0,Republican,Ted Cruz,1245,0.197
15162,New York,NY,Manhattan,36061.0,Republican,Donald Trump,10393,0.418
15163,New York,NY,Manhattan,36061.0,Republican,John Kasich,11251,0.452
15164,New York,NY,Manhattan,36061.0,Republican,Ted Cruz,3243,0.13
15165,New York,NY,Monroe,36055.0,Republican,Donald Trump,27055,0.516
15166,New York,NY,Monroe,36055.0,Republican,John Kasich,16246,0.31
15167,New York,NY,Monroe,36055.0,Republican,Ted Cruz,9082,0.173
